Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,concept:name,AMOUNT_REQ
173691,O_SENT-COMPLETE,11120,2011-10-03 10:56:19.645,Variant 190,190,COMPLETE,O_SENT,5000
173691,W_Nabellen offertes-SCHEDULE,,2011-10-03 10:56:19.941,Variant 190,190,SCHEDULE,W_Nabellen offertes,5000
173691,W_Nabellen offertes-COMPLETE,,2011-10-03 10:56:21.195,Variant 190,190,COMPLETE,W_Nabellen offertes,5000
173691,W_Nabellen offertes-START,,2011-10-03 10:56:34.792,Variant 190,190,START,W_Nabellen offertes,5000
173691,W_Nabellen offertes-COMPLETE,,2011-10-03 10:57:16.563,Variant 190,190,COMPLETE,W_Nabellen offertes,5000
173691,W_Nabellen offertes-START,11049,2011-10-10 04:13:44.827,Variant 190,190,START,W_Nabellen offertes,5000
173691,O_SENT_BACK-COMPLETE,11049,2011-10-10 04:14:43.775,Variant 190,190,COMPLETE,O_SENT_BACK,5000
173691,W_Valideren aanvraag-SCHEDULE,11049,2011-10-10 04:14:44.052,Variant 190,190,SCHEDULE,W_Valideren aanvraag,5000
173691,W_Nabellen offertes-COMPLETE,11049,2011-10-10 04:14:45.514,Variant 190,190,COMPLETE,W_Nabellen offertes,5000
173691,W_Valideren aanvraag-START,10809,2011-10-10 05:12:36.612,Variant 190,190,START,W_Valideren aanvraag,5000
173691,W_Valideren aanvraag-COMPLETE,10809,2011-10-10 05:30:54.893,Variant 190,190,COMPLETE,W_Valideren aanvraag,5000
173691,W_Valideren aanvraag-START,10809,2011-10-10 08:11:42.124,Variant 190,190,START,W_Valideren aanvraag,5000
173691,W_Valideren aanvraag-COMPLETE,10809,2011-10-10 08:14:13.394,Variant 190,190,COMPLETE,W_Valideren aanvraag,5000
173691,W_Valideren aanvraag-START,10809,2011-10-10 08:14:52.842,Variant 190,190,START,W_Valideren aanvraag,5000
173691,O_ACCEPTED-COMPLETE,10809,2011-10-10 08:17:26.306,Variant 190,190,COMPLETE,O_ACCEPTED,5000
173691,A_APPROVED-COMPLETE,10809,2011-10-10 08:17:26.307,Variant 190,190,COMPLETE,A_APPROVED,5000
173691,A_REGISTERED-COMPLETE,10809,2011-10-10 08:17:26.307,Variant 190,190,COMPLETE,A_REGISTERED,5000
173691,A_ACTIVATED-COMPLETE,10809,2011-10-10 08:17:26.307,Variant 190,190,COMPLETE,A_ACTIVATED,5000
173691,W_Valideren aanvraag-COMPLETE,10809,2011-10-10 08:17:34.633,Variant 190,190,COMPLETE,W_Valideren aanvraag,5000
173694,A_SUBMITTED-COMPLETE,112,2011-10-01 02:10:30.287,Variant 191,191,COMPLETE,A_SUBMITTED,7000
173694,A_PARTLYSUBMITTED-COMPLETE,112,2011-10-01 02:10:30.591,Variant 191,191,COMPLETE,A_PARTLYSUBMITTED,7000
173694,A_PREACCEPTED-COMPLETE,112,2011-10-01 02:11:13.026,Variant 191,191,COMPLETE,A_PREACCEPTED,7000
173694,W_Completeren aanvraag-SCHEDULE,112,2011-10-01 02:11:13.390,Variant 191,191,SCHEDULE,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-START,10912,2011-10-01 05:31:25.301,Variant 191,191,START,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-COMPLETE,10912,2011-10-01 05:35:59.637,Variant 191,191,COMPLETE,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-START,,2011-10-03 05:12:02.445,Variant 191,191,START,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-COMPLETE,,2011-10-03 05:21:22.417,Variant 191,191,COMPLETE,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-START,11201,2011-10-03 07:21:06.626,Variant 191,191,START,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-COMPLETE,11201,2011-10-03 07:32:43.313,Variant 191,191,COMPLETE,W_Completeren aanvraag,7000
173694,W_Completeren aanvraag-START,11201,2011-10-03 07:32:52.818,Variant 191,191,START,W_Completeren aanvraag,7000
173694,A_ACCEPTED-COMPLETE,11201,2011-10-03 07:34:25.421,Variant 191,191,COMPLETE,A_ACCEPTED,7000
173694,A_FINALIZED-COMPLETE,11201,2011-10-03 07:40:14.632,Variant 191,191,COMPLETE,A_FINALIZED,7000
173694,O_SELECTED-COMPLETE,11201,2011-10-03 07:40:14.632,Variant 191,191,COMPLETE,O_SELECTED,7000
173694,O_CREATED-COMPLETE,11201,2011-10-03 07:40:15.605,Variant 191,191,COMPLETE,O_CREATED,7000
173694,O_SENT-COMPLETE,11201,2011-10-03 07:40:15.651,Variant 191,191,COMPLETE,O_SENT,7000
173694,W_Nabellen offertes-SCHEDULE,11201,2011-10-03 07:40:15.865,Variant 191,191,SCHEDULE,W_Nabellen offertes,7000
173694,W_Completeren aanvraag-COMPLETE,11201,2011-10-03 07:40:17.062,Variant 191,191,COMPLETE,W_Completeren aanvraag,7000
173694,W_Nabellen offertes-START,11201,2011-10-03 07:40:42.469,Variant 191,191,START,W_Nabellen offertes,7000
173694,O_SELECTED-COMPLETE,11201,2011-10-03 07:44:17.619,Variant 191,191,COMPLETE,O_SELECTED,7000
173694,O_CANCELLED-COMPLETE,11201,2011-10-03 07:44:17.619,Variant 191,191,COMPLETE,O_CANCELLED,7000
173694,O_CREATED-COMPLETE,11201,2011-10-03 07:44:19.671,Variant 191,191,COMPLETE,O_CREATED,7000
173694,O_SENT-COMPLETE,11201,2011-10-03 07:44:19.719,Variant 191,191,COMPLETE,O_SENT,7000
173694,W_Nabellen offertes-SCHEDULE,11201,2011-10-03 07:44:19.954,Variant 191,191,SCHEDULE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,11201,2011-10-03 07:44:21.261,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,,2011-10-10 10:46:59.853,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,,2011-10-10 10:47:18.803,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,11119,2011-10-10 13:29:54.155,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,11119,2011-10-10 13:34:36.027,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,10912,2011-10-14 12:15:44.625,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,10912,2011-10-14 12:16:42.245,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,10861,2011-10-17 13:41:28.395,Variant 191,191,START,W_Nabellen offertes,7000
173694,O_SELECTED-COMPLETE,10861,2011-10-17 13:43:53.587,Variant 191,191,COMPLETE,O_SELECTED,7000
173694,O_CANCELLED-COMPLETE,10861,2011-10-17 13:43:53.587,Variant 191,191,COMPLETE,O_CANCELLED,7000
173694,O_CREATED-COMPLETE,10861,2011-10-17 13:43:55.219,Variant 191,191,COMPLETE,O_CREATED,7000
173694,O_SENT-COMPLETE,10861,2011-10-17 13:43:55.387,Variant 191,191,COMPLETE,O_SENT,7000
173694,W_Nabellen offertes-SCHEDULE,10861,2011-10-17 13:43:56.402,Variant 191,191,SCHEDULE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,10861,2011-10-17 13:43:57.774,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,,2011-10-25 04:46:08.191,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,,2011-10-25 04:50:48.186,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,11203,2011-10-26 12:48:57.136,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,11203,2011-10-26 12:50:22.004,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,11181,2011-10-29 06:39:08.212,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,11181,2011-10-29 06:41:29.569,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,11189,2011-11-01 09:54:40.128,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,11189,2011-11-01 09:55:35.020,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,11119,2011-11-01 12:16:31.149,Variant 191,191,START,W_Nabellen offertes,7000
173694,W_Nabellen offertes-COMPLETE,11119,2011-11-01 12:21:02.356,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Nabellen offertes-START,11049,2011-11-02 04:11:44.251,Variant 191,191,START,W_Nabellen offertes,7000
173694,O_SENT_BACK-COMPLETE,11049,2011-11-02 04:15:16.203,Variant 191,191,COMPLETE,O_SENT_BACK,7000
173694,W_Valideren aanvraag-SCHEDULE,11049,2011-11-02 04:15:16.386,Variant 191,191,SCHEDULE,W_Valideren aanvraag,7000
173694,W_Nabellen offertes-COMPLETE,11049,2011-11-02 04:15:18.683,Variant 191,191,COMPLETE,W_Nabellen offertes,7000
173694,W_Valideren aanvraag-START,10609,2011-11-04 10:24:21.954,Variant 191,191,START,W_Valideren aanvraag,7000
173694,O_ACCEPTED-COMPLETE,10609,2011-11-04 11:04:52.611,Variant 191,191,COMPLETE,O_ACCEPTED,7000
173694,A_APPROVED-COMPLETE,10609,2011-11-04 11:04:52.612,Variant 191,191,COMPLETE,A_APPROVED,7000
173694,A_REGISTERED-COMPLETE,10609,2011-11-04 11:04:52.612,Variant 191,191,COMPLETE,A_REGISTERED,7000
173694,A_ACTIVATED-COMPLETE,10609,2011-11-04 11:04:52.612,Variant 191,191,COMPLETE,A_ACTIVATED,7000
173694,W_Valideren aanvraag-COMPLETE,10609,2011-11-04 11:05:01.532,Variant 191,191,COMPLETE,W_Valideren aanvraag,7000
173694,W_Wijzigen contractgegevens-SCHEDULE,10912,2012-02-15 06:29:26.299,Variant 191,191,SCHEDULE,W_Wijzigen contractgegevens,7000
173718,A_SUBMITTED-COMPLETE,112,2011-10-01 04:37:39.363,Variant 192,192,COMPLETE,A_SUBMITTED,15000
173718,A_PARTLYSUBMITTED-COMPLETE,112,2011-10-01 04:37:39.657,Variant 192,192,COMPLETE,A_PARTLYSUBMITTED,15000
173718,A_PREACCEPTED-COMPLETE,112,2011-10-01 04:38:20.967,Variant 192,192,COMPLETE,A_PREACCEPTED,15000
173718,W_Completeren aanvraag-SCHEDULE,112,2011-10-01 04:38:21.403,Variant 192,192,SCHEDULE,W_Completeren aanvraag,15000
173718,W_Completeren aanvraag-START,,2011-10-01 04:38:48.454,Variant 192,192,START,W_Completeren aanvraag,15000
173718,A_ACCEPTED-COMPLETE,10862,2011-10-01 04:42:21.977,Variant 192,192,COMPLETE,A_ACCEPTED,15000
173718,A_FINALIZED-COMPLETE,10862,2011-10-01 04:44:40.725,Variant 192,192,COMPLETE,A_FINALIZED,15000
173718,O_SELECTED-COMPLETE,10862,2011-10-01 04:44:40.725,Variant 192,192,COMPLETE,O_SELECTED,15000
173718,O_CREATED-COMPLETE,10862,2011-10-01 04:44:42.707,Variant 192,192,COMPLETE,O_CREATED,15000
173718,O_SENT-COMPLETE,10862,2011-10-01 04:44:42.734,Variant 192,192,COMPLETE,O_SENT,15000
173718,W_Nabellen offertes-SCHEDULE,,2011-10-01 04:44:42.811,Variant 192,192,SCHEDULE,W_Nabellen offertes,15000
173718,W_Completeren aanvraag-COMPLETE,,2011-10-01 04:44:43.954,Variant 192,192,COMPLETE,W_Completeren aanvraag,15000
173718,W_Nabellen offertes-START,,2011-10-01 04:44:54.041,Variant 192,192,START,W_Nabellen offertes,15000
173718,W_Nabellen offertes-COMPLETE,,2011-10-01 04:44:58.974,Variant 192,192,COMPLETE,W_Nabellen offertes,15000
173718,W_Nabellen offertes-START,,2011-10-01 04:45:27.286,Variant 192,192,START,W_Nabellen offertes,15000
173718,O_SELECTED-COMPLETE,10862,2011-10-01 04:46:52.915,Variant 192,192,COMPLETE,O_SELECTED,15000
173718,O_CANCELLED-COMPLETE,10862,2011-10-01 04:46:52.915,Variant 192,192,COMPLETE,O_CANCELLED,15000
173718,O_CREATED-COMPLETE,10862,2011-10-01 04:46:54.210,Variant 192,192,COMPLETE,O_CREATED,15000
173718,O_SENT-COMPLETE,10862,2011-10-01 04:46:54.233,Variant 192,192,COMPLETE,O_SENT,15000
173718,W_Nabellen offertes-SCHEDULE,,2011-10-01 04:46:54.333,Variant 192,192,SCHEDULE,W_Nabellen offertes,15000
173718,W_Nabellen offertes-COMPLETE,,2011-10-01 04:46:56.631,Variant 192,192,COMPLETE,W_Nabellen offertes,15000
173718,W_Nabellen offertes-START,,2011-10-01 04:47:14.211,Variant 192,192,START,W_Nabellen offertes,15000
173718,W_Nabellen offertes-COMPLETE,,2011-10-01 04:50:20.533,Variant 192,192,COMPLETE,W_Nabellen offertes,15000
173718,W_Nabellen offertes-START,,2011-10-01 04:50:29.475,Variant 192,192,START,W_Nabellen offertes,15000
173718,W_Nabellen offertes-COMPLETE,,2011-10-01 04:50:34.704,Variant 192,192,COMPLETE,W_Nabellen offertes,15000
173718,W_Nabellen offertes-START,11002,2011-10-08 10:29:16.320,Variant 192,192,START,W_Nabellen offertes,15000
173718,W_Nabellen offertes-COMPLETE,11002,2011-10-08 10:31:37.972,Variant 192,192,COMPLETE,W_Nabellen offertes,15000
173718,W_Nabellen offertes-START,11049,2011-10-10 04:54:21.749,Variant 192,192,START,W_Nabellen offertes,15000
173718,O_SENT_BACK-COMPLETE,11049,2011-10-10 04:55:04.984,Variant 192,192,COMPLETE,O_SENT_BACK,15000
173718,W_Valideren aanvraag-SCHEDULE,11049,2011-10-10 04:55:05.278,Variant 192,192,SCHEDULE,W_Valideren aanvraag,15000
173718,W_Nabellen offertes-COMPLETE,11049,2011-10-10 04:55:07.452,Variant 192,192,COMPLETE,W_Nabellen offertes,15000
173718,W_Valideren aanvraag-START,10629,2011-10-13 06:09:25.043,Variant 192,192,START,W_Valideren aanvraag,15000
173718,W_Nabellen incomplete dossiers-SCHEDULE,10629,2011-10-13 06:36:10.837,Variant 192,192,SCHEDULE,W_Nabellen incomplete dossiers,15000
173718,W_Valideren aanvraag-COMPLETE,10629,2011-10-13 06:36:12.529,Variant 192,192,COMPLETE,W_Valideren aanvraag,15000
173718,W_Nabellen incomplete dossiers-START,,2011-10-13 07:01:57.802,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-13 07:05:42.290,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,10629,2011-10-13 07:52:13.304,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,10629,2011-10-13 07:53:16.314,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,11122,2011-10-13 10:51:40.072,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,11122,2011-10-13 11:12:01.909,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,11122,2011-10-13 11:12:16.147,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,11122,2011-10-13 11:14:13.926,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,11122,2011-10-13 11:14:15.943,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,11122,2011-10-13 11:14:26.112,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,10913,2011-10-15 09:13:04.199,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,10913,2011-10-15 09:17:31.488,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,10913,2011-10-15 10:56:05.635,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,10913,2011-10-15 10:56:14.624,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,,2011-10-17 07:31:52.506,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-17 07:32:51.911,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,,2011-10-17 08:28:20.987,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-17 08:28:36.881,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,10889,2011-10-18 10:14:48.278,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,10889,2011-10-18 10:46:24.246,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,11002,2011-10-18 11:23:36.468,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Valideren aanvraag-SCHEDULE,11002,2011-10-18 11:46:32.956,Variant 192,192,SCHEDULE,W_Valideren aanvraag,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,11002,2011-10-18 11:46:34.802,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Valideren aanvraag-START,10972,2011-10-19 02:40:06.443,Variant 192,192,START,W_Valideren aanvraag,15000
173718,W_Nabellen incomplete dossiers-SCHEDULE,10972,2011-10-19 02:53:19.103,Variant 192,192,SCHEDULE,W_Nabellen incomplete dossiers,15000
173718,W_Valideren aanvraag-COMPLETE,10972,2011-10-19 02:53:21.372,Variant 192,192,COMPLETE,W_Valideren aanvraag,15000
173718,W_Nabellen incomplete dossiers-START,,2011-10-19 03:04:40.593,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-19 03:17:01.695,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,,2011-10-19 03:17:06.228,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-19 03:24:19.095,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,11049,2011-10-20 03:30:20.104,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,11049,2011-10-20 03:30:32.963,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,11121,2011-10-24 09:18:56.928,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,11121,2011-10-24 09:24:55.532,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Nabellen incomplete dossiers-START,,2011-10-26 02:11:48.012,Variant 192,192,START,W_Nabellen incomplete dossiers,15000
173718,W_Valideren aanvraag-SCHEDULE,,2011-10-26 02:12:36.217,Variant 192,192,SCHEDULE,W_Valideren aanvraag,15000
173718,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-26 02:12:38.415,Variant 192,192,COMPLETE,W_Nabellen incomplete dossiers,15000
173718,W_Valideren aanvraag-START,10972,2011-10-27 03:02:10.475,Variant 192,192,START,W_Valideren aanvraag,15000
173718,O_ACCEPTED-COMPLETE,10972,2011-10-27 03:17:53.327,Variant 192,192,COMPLETE,O_ACCEPTED,15000
173718,A_APPROVED-COMPLETE,10972,2011-10-27 03:17:53.327,Variant 192,192,COMPLETE,A_APPROVED,15000
173718,A_REGISTERED-COMPLETE,10972,2011-10-27 03:17:53.328,Variant 192,192,COMPLETE,A_REGISTERED,15000
173718,A_ACTIVATED-COMPLETE,10972,2011-10-27 03:17:53.328,Variant 192,192,COMPLETE,A_ACTIVATED,15000
173718,W_Valideren aanvraag-COMPLETE,10972,2011-10-27 03:18:01.790,Variant 192,192,COMPLETE,W_Valideren aanvraag,15000
173721,A_SUBMITTED-COMPLETE,112,2011-10-01 05:07:34.279,Variant 193,193,COMPLETE,A_SUBMITTED,9000
173721,A_PARTLYSUBMITTED-COMPLETE,112,2011-10-01 05:07:34.928,Variant 193,193,COMPLETE,A_PARTLYSUBMITTED,9000
173721,A_PREACCEPTED-COMPLETE,112,2011-10-01 05:08:17.093,Variant 193,193,COMPLETE,A_PREACCEPTED,9000
173721,W_Completeren aanvraag-SCHEDULE,112,2011-10-01 05:08:17.494,Variant 193,193,SCHEDULE,W_Completeren aanvraag,9000
173721,W_Completeren aanvraag-START,10939,2011-10-01 05:09:08.607,Variant 193,193,START,W_Completeren aanvraag,9000
173721,A_ACCEPTED-COMPLETE,10939,2011-10-01 05:18:36.318,Variant 193,193,COMPLETE,A_ACCEPTED,9000
173721,O_SELECTED-COMPLETE,10939,2011-10-01 05:20:47.605,Variant 193,193,COMPLETE,O_SELECTED,9000
173721,A_FINALIZED-COMPLETE,10939,2011-10-01 05:20:47.605,Variant 193,193,COMPLETE,A_FINALIZED,9000
173721,O_CREATED-COMPLETE,10939,2011-10-01 05:20:49.026,Variant 193,193,COMPLETE,O_CREATED,9000
173721,O_SENT-COMPLETE,10939,2011-10-01 05:20:49.058,Variant 193,193,COMPLETE,O_SENT,9000
173721,W_Nabellen offertes-SCHEDULE,10939,2011-10-01 05:20:49.150,Variant 193,193,SCHEDULE,W_Nabellen offertes,9000
173721,W_Completeren aanvraag-COMPLETE,10939,2011-10-01 05:20:50.335,Variant 193,193,COMPLETE,W_Completeren aanvraag,9000
173721,W_Nabellen offertes-START,10939,2011-10-01 05:21:20.844,Variant 193,193,START,W_Nabellen offertes,9000
173721,W_Nabellen offertes-COMPLETE,10939,2011-10-01 05:22:52.458,Variant 193,193,COMPLETE,W_Nabellen offertes,9000
173721,W_Nabellen offertes-START,10939,2011-10-01 05:26:32.199,Variant 193,193,START,W_Nabellen offertes,9000
173721,W_Nabellen offertes-COMPLETE,10939,2011-10-01 05:32:54.371,Variant 193,193,COMPLETE,W_Nabellen offertes,9000
173721,W_Nabellen offertes-START,,2011-10-04 08:44:10.559,Variant 193,193,START,W_Nabellen offertes,9000
173721,W_Nabellen offertes-COMPLETE,,2011-10-04 08:47:39.633,Variant 193,193,COMPLETE,W_Nabellen offertes,9000
173721,W_Nabellen offertes-START,,2011-10-06 03:49:01.348,Variant 193,193,START,W_Nabellen offertes,9000
173721,O_SENT_BACK-COMPLETE,11029,2011-10-06 03:49:46.110,Variant 193,193,COMPLETE,O_SENT_BACK,9000
173721,W_Valideren aanvraag-SCHEDULE,,2011-10-06 03:49:46.253,Variant 193,193,SCHEDULE,W_Valideren aanvraag,9000
173721,W_Nabellen offertes-COMPLETE,,2011-10-06 03:49:47.774,Variant 193,193,COMPLETE,W_Nabellen offertes,9000
173721,W_Valideren aanvraag-START,10609,2011-10-10 03:32:46.394,Variant 193,193,START,W_Valideren aanvraag,9000
173721,W_Nabellen incomplete dossiers-SCHEDULE,10609,2011-10-10 04:06:07.755,Variant 193,193,SCHEDULE,W_Nabellen incomplete dossiers,9000
173721,W_Valideren aanvraag-COMPLETE,10609,2011-10-10 04:06:09.471,Variant 193,193,COMPLETE,W_Valideren aanvraag,9000
173721,W_Nabellen incomplete dossiers-START,10912,2011-10-10 04:17:26.457,Variant 193,193,START,W_Nabellen incomplete dossiers,9000
173721,W_Nabellen incomplete dossiers-COMPLETE,10912,2011-10-10 04:20:04.927,Variant 193,193,COMPLETE,W_Nabellen incomplete dossiers,9000
173721,W_Nabellen incomplete dossiers-START,10912,2011-10-10 05:40:34.365,Variant 193,193,START,W_Nabellen incomplete dossiers,9000
173721,W_Nabellen incomplete dossiers-COMPLETE,10912,2011-10-10 05:42:32.977,Variant 193,193,COMPLETE,W_Nabellen incomplete dossiers,9000
173721,W_Nabellen incomplete dossiers-START,,2011-10-10 08:15:47.451,Variant 193,193,START,W_Nabellen incomplete dossiers,9000
173721,W_Nabellen incomplete dossiers-COMPLETE,,2011-10-10 08:22:14.231,Variant 193,193,COMPLETE,W_Nabellen incomplete dossiers,9000
173721,W_Nabellen incomplete dossiers-START,11009,2011-10-10 10:22:05.322,Variant 193,193,START,W_Nabellen incomplete dossiers,9000
173721,O_DECLINED-COMPLETE,11009,2011-10-10 10:28:25.531,Variant 193,193,COMPLETE,O_DECLINED,9000
173721,A_DECLINED-COMPLETE,11009,2011-10-10 10:28:25.531,Variant 193,193,COMPLETE,A_DECLINED,9000
173721,W_Nabellen incomplete dossiers-COMPLETE,11009,2011-10-10 10:28:29.918,Variant 193,193,COMPLETE,W_Nabellen incomplete dossiers,9000
